Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,target
2022-11-21 15:38:00-05:00,11559.763671875,11561.736328125,11553.6201171875,11554.1875,4023377,0.0,0.0,0
2022-11-21 15:40:00-05:00,11555.20703125,11556.2724609375,11552.068359375,11553.3779296875,4088979,0.0,0.0,0
2022-11-21 15:42:00-05:00,11553.2216796875,11554.890625,11547.1337890625,11547.1337890625,4648690,0.0,0.0,0
2022-11-21 15:44:00-05:00,11547.8564453125,11559.9462890625,11547.8564453125,11559.1533203125,5383564,0.0,0.0,1
2022-11-21 15:46:00-05:00,11558.43359375,11565.3935546875,11558.43359375,11565.3935546875,4984866,0.0,0.0,1
2022-11-21 15:48:00-05:00,11565.9345703125,11572.73046875,11564.373046875,11572.021484375,6374276,0.0,0.0,1
2022-11-21 15:50:00-05:00,11573.5009765625,11573.73828125,11565.0078125,11569.8740234375,8938321,0.0,0.0,0
2022-11-21 15:52:00-05:00,11571.17578125,11579.451171875,11570.6884765625,11579.2158203125,5555965,0.0,0.0,1
2022-11-21 15:54:00-05:00,11579.2333984375,11580.1630859375,11561.0556640625,11562.478515625,8533350,0.0,0.0,0
2022-11-21 15:56:00-05:00,11563.6513671875,11563.6513671875,11554.0693359375,11554.53125,9723722,0.0,0.0,0
2022-11-21 15:58:00-05:00,11555.8271484375,11562.5185546875,11553.3857421875,11553.44140625,9159393,0.0,0.0,0
2022-11-22 09:30:00-05:00,11591.736328125,11600.587890625,11572.08203125,11579.494140625,4900674,0.0,0.0,0
2022-11-22 09:32:00-05:00,11577.62109375,11588.892578125,11569.2451171875,11570.0625,8022919,0.0,0.0,0
2022-11-22 09:34:00-05:00,11572.7255859375,11572.7255859375,11565.068359375,11570.119140625,6879991,0.0,0.0,0
2022-11-22 09:36:00-05:00,11569.154296875,11570.18359375,11555.5341796875,11557.5166015625,6512597,0.0,0.0,0
2022-11-22 09:38:00-05:00,11554.5849609375,11555.7158203125,11528.603515625,11528.7431640625,5882961,0.0,0.0,0
2022-11-22 09:40:00-05:00,11526.4345703125,11530.443359375,11508.451171875,11512.71484375,8351157,0.0,0.0,0
2022-11-22 09:42:00-05:00,11514.4541015625,11515.68359375,11503.341796875,11510.6044921875,6848754,0.0,0.0,0
2022-11-22 09:44:00-05:00,11507.6318359375,11515.810546875,11503.9609375,11514.2216796875,7573125,0.0,0.0,1
2022-11-22 09:46:00-05:00,11512.9521484375,11521.6083984375,11511.125,11517.8056640625,6304766,0.0,0.0,1
2022-11-22 09:48:00-05:00,11518.34765625,11523.14453125,11509.70703125,11518.2998046875,5927153,0.0,0.0,0
2022-11-22 09:50:00-05:00,11516.888671875,11525.6044921875,11515.8955078125,11519.15234375,6037799,0.0,0.0,1
2022-11-22 09:52:00-05:00,11517.9130859375,11524.0595703125,11509.9052734375,11510.1435546875,5667119,0.0,0.0,0
2022-11-22 09:54:00-05:00,11512.111328125,11523.8525390625,11512.0712890625,11523.8525390625,5149646,0.0,0.0,1
2022-11-22 09:56:00-05:00,11524.0322265625,11528.111328125,11522.2275390625,11525.7890625,6170640,0.0,0.0,1
2022-11-22 09:58:00-05:00,11525.482421875,11525.482421875,11514.22265625,11519.76171875,6442908,0.0,0.0,0
2022-11-22 10:00:00-05:00,11518.3251953125,11536.5693359375,11516.0009765625,11536.5693359375,7361196,0.0,0.0,1
2022-11-22 10:02:00-05:00,11541.5322265625,11552.791015625,11538.7001953125,11541.037109375,7864488,0.0,0.0,0
2022-11-22 10:04:00-05:00,11542.0888671875,11555.478515625,11541.1484375,11555.478515625,5011251,0.0,0.0,1
2022-11-22 10:06:00-05:00,11563.634765625,11564.6748046875,11552.1943359375,11554.52734375,6755491,0.0,0.0,0
2022-11-22 10:08:00-05:00,11553.8212890625,11560.712890625,11553.765625,11553.765625,4742328,0.0,0.0,0
2022-11-22 10:10:00-05:00,11556.0009765625,11565.8681640625,11555.560546875,11558.5244140625,5888233,0.0,0.0,1
2022-11-22 10:12:00-05:00,11558.818359375,11575.701171875,11557.96484375,11573.4833984375,5874340,0.0,0.0,1
2022-11-22 10:14:00-05:00,11573.3056640625,11587.1298828125,11570.7294921875,11581.7216796875,5562580,0.0,0.0,1
2022-11-22 10:16:00-05:00,11579.796875,11582.4638671875,11577.857421875,11578.828125,4419983,0.0,0.0,0
2022-11-22 10:18:00-05:00,11578.2490234375,11581.115234375,11575.76953125,11578.4306640625,4103076,0.0,0.0,1
2022-11-22 10:20:00-05:00,11578.6025390625,11583.4404296875,11576.1533203125,11578.6220703125,4264199,0.0,0.0,1
2022-11-22 10:22:00-05:00,11578.9599609375,11582.9658203125,11577.1083984375,11577.1083984375,4346134,0.0,0.0,0
2022-11-22 10:24:00-05:00,11577.94921875,11580.6064453125,11577.51171875,11577.7978515625,4109254,0.0,0.0,0
2022-11-22 10:26:00-05:00,11579.0205078125,11579.8642578125,11569.7646484375,11577.92578125,5856442,0.0,0.0,0
2022-11-22 10:28:00-05:00,11578.7314453125,11585.869140625,11578.4150390625,11579.669921875,4605430,0.0,0.0,1
2022-11-22 10:30:00-05:00,11580.8720703125,11593.65625,11576.9951171875,11584.369140625,4553427,0.0,0.0,1
2022-11-22 10:32:00-05:00,11579.9091796875,11580.333984375,11567.9951171875,11572.787109375,6105919,0.0,0.0,0
2022-11-22 10:34:00-05:00,11571.73046875,11582.884765625,11570.740234375,11578.251953125,3617730,0.0,0.0,1
2022-11-22 10:36:00-05:00,11579.109375,11579.7109375,11576.2158203125,11576.935546875,3566820,0.0,0.0,0
2022-11-22 10:38:00-05:00,11576.2734375,11576.2734375,11563.0712890625,11563.0712890625,3950517,0.0,0.0,0
2022-11-22 10:40:00-05:00,11563.19921875,11566.9638671875,11556.125,11565.216796875,4491425,0.0,0.0,1
2022-11-22 10:42:00-05:00,11567.0849609375,11580.5546875,11567.0849609375,11580.5546875,3971505,0.0,0.0,1
2022-11-22 10:44:00-05:00,11579.8037109375,11584.54296875,11579.3798828125,11581.513671875,3798464,0.0,0.0,1
2022-11-22 10:46:00-05:00,11582.1171875,11599.66015625,11577.3857421875,11598.6220703125,4208398,0.0,0.0,1
2022-11-22 10:48:00-05:00,11601.943359375,11615.720703125,11601.943359375,11613.353515625,5128358,0.0,0.0,1
2022-11-22 10:50:00-05:00,11613.83984375,11621.455078125,11613.83984375,11615.5029296875,6339903,0.0,0.0,1
2022-11-22 10:52:00-05:00,11616.12109375,11618.05078125,11613.876953125,11613.876953125,3758868,0.0,0.0,0
2022-11-22 10:54:00-05:00,11614.23828125,11620.62890625,11613.7607421875,11620.62890625,4655631,0.0,0.0,1
2022-11-22 10:56:00-05:00,11623.23046875,11623.6279296875,11609.560546875,11613.755859375,4764054,0.0,0.0,0
2022-11-22 10:58:00-05:00,11612.2197265625,11624.5341796875,11610.927734375,11624.5341796875,3700068,0.0,0.0,1
2022-11-22 11:00:00-05:00,11623.7529296875,11624.1796875,11613.791015625,11615.685546875,3141539,0.0,0.0,0
2022-11-22 11:02:00-05:00,11615.41015625,11615.509765625,11610.3994140625,11612.57421875,2884648,0.0,0.0,0
2022-11-22 11:04:00-05:00,11610.94921875,11611.330078125,11605.4677734375,11605.638671875,3074093,0.0,0.0,0
2022-11-22 11:06:00-05:00,11605.09765625,11610.904296875,11604.26171875,11609.6923828125,3139627,0.0,0.0,1
2022-11-22 11:08:00-05:00,11610.10546875,11619.4052734375,11608.9853515625,11619.2509765625,2987448,0.0,0.0,1
2022-11-22 11:10:00-05:00,11619.337890625,11625.6591796875,11615.8544921875,11616.0478515625,3263427,0.0,0.0,0
2022-11-22 11:12:00-05:00,11615.880859375,11619.5146484375,11614.6953125,11615.62890625,2984986,0.0,0.0,0
2022-11-22 11:14:00-05:00,11616.9326171875,11616.9326171875,11606.126953125,11606.126953125,2884699,0.0,0.0,0
2022-11-22 11:16:00-05:00,11604.88671875,11607.751953125,11598.5615234375,11607.751953125,3606989,0.0,0.0,1
2022-11-22 11:18:00-05:00,11609.19140625,11615.1005859375,11609.19140625,11614.9140625,2844308,0.0,0.0,1
2022-11-22 11:20:00-05:00,11616.2607421875,11621.77734375,11610.521484375,11620.2744140625,3646134,0.0,0.0,1
2022-11-22 11:22:00-05:00,11619.7666015625,11622.1533203125,11614.8701171875,11615.736328125,3022296,0.0,0.0,0
2022-11-22 11:24:00-05:00,11616.06640625,11624.056640625,11613.4306640625,11624.056640625,3090157,0.0,0.0,1
2022-11-22 11:26:00-05:00,11624.4921875,11624.4921875,11612.552734375,11612.9794921875,3133727,0.0,0.0,0
2022-11-22 11:28:00-05:00,11613.4755859375,11618.61328125,11610.1396484375,11615.0849609375,2599079,0.0,0.0,1
2022-11-22 11:30:00-05:00,11614.8984375,11615.861328125,11611.82421875,11611.82421875,2930438,0.0,0.0,0
2022-11-22 11:32:00-05:00,11609.6865234375,11610.0400390625,11601.009765625,11601.009765625,3443049,0.0,0.0,0
2022-11-22 11:34:00-05:00,11600.990234375,11604.166015625,11595.408203125,11598.359375,3038363,0.0,0.0,0
2022-11-22 11:36:00-05:00,11597.568359375,11599.3525390625,11593.3857421875,11595.25390625,2538842,0.0,0.0,0
2022-11-22 11:38:00-05:00,11595.615234375,11604.48046875,11595.4140625,11604.236328125,2692770,0.0,0.0,1
2022-11-22 11:40:00-05:00,11604.88671875,11613.4306640625,11604.8798828125,11612.0849609375,2301239,0.0,0.0,1
2022-11-22 11:42:00-05:00,11612.076171875,11612.076171875,11603.7333984375,11605.0283203125,2402132,0.0,0.0,0
2022-11-22 11:44:00-05:00,11606.80859375,11607.2880859375,11600.1455078125,11600.1455078125,1870572,0.0,0.0,0
2022-11-22 11:46:00-05:00,11600.1318359375,11602.10546875,11597.728515625,11601.6640625,2055035,0.0,0.0,1
2022-11-22 11:48:00-05:00,11602.13671875,11606.5498046875,11599.06640625,11606.5498046875,2184037,0.0,0.0,1
2022-11-22 11:50:00-05:00,11606.244140625,11608.474609375,11604.72265625,11606.0390625,2386127,0.0,0.0,0
2022-11-22 11:52:00-05:00,11605.12890625,11608.0517578125,11598.6806640625,11608.0517578125,3203309,0.0,0.0,1
2022-11-22 11:54:00-05:00,11608.9736328125,11608.9736328125,11606.92578125,11608.1669921875,2295182,0.0,0.0,0
2022-11-22 11:56:00-05:00,11608.0087890625,11617.6181640625,11608.0087890625,11617.0634765625,2788561,0.0,0.0,1
2022-11-22 11:58:00-05:00,11616.8486328125,11618.0732421875,11614.1591796875,11615.6923828125,2369678,0.0,0.0,0
2022-11-22 12:00:00-05:00,11615.39453125,11623.5537109375,11615.39453125,11623.05078125,2733530,0.0,0.0,1
2022-11-22 12:02:00-05:00,11623.4580078125,11625.498046875,11620.818359375,11624.001953125,2859421,0.0,0.0,1
2022-11-22 12:04:00-05:00,11623.322265625,11631.2138671875,11623.322265625,11624.802734375,2940667,0.0,0.0,1
2022-11-22 12:06:00-05:00,11625.25,11625.7353515625,11618.9248046875,11618.9248046875,2120450,0.0,0.0,0
2022-11-22 12:08:00-05:00,11618.3740234375,11624.884765625,11618.2529296875,11624.7607421875,2180437,0.0,0.0,1
2022-11-22 12:10:00-05:00,11624.5048828125,11629.9326171875,11624.1474609375,11629.7958984375,2652499,0.0,0.0,1
2022-11-22 12:12:00-05:00,11628.8408203125,11633.248046875,11628.626953125,11629.970703125,2731901,0.0,0.0,1
2022-11-22 12:14:00-05:00,11630.84375,11633.9814453125,11629.5419921875,11633.4228515625,2202279,0.0,0.0,1
2022-11-22 12:16:00-05:00,11633.8828125,11638.53515625,11632.3583984375,11638.53515625,2177953,0.0,0.0,1
2022-11-22 12:18:00-05:00,11638.4375,11639.33203125,11636.166015625,11636.2548828125,2620273,0.0,0.0,0
2022-11-22 12:20:00-05:00,11637.056640625,11637.056640625,11631.1845703125,11632.5185546875,2145533,0.0,0.0,0
2022-11-22 12:22:00-05:00,11631.9404296875,11633.484375,11631.125,11633.4560546875,2035294,0.0,0.0,1
2022-11-22 12:24:00-05:00,11633.05859375,11633.05859375,11621.978515625,11626.5146484375,3059995,0.0,0.0,0
2022-11-22 12:26:00-05:00,11626.3671875,11626.529296875,11621.8671875,11622.78515625,2685883,0.0,0.0,0
2022-11-22 12:28:00-05:00,11622.9384765625,11626.35546875,11622.9384765625,11625.7490234375,1774638,0.0,0.0,1
2022-11-22 12:30:00-05:00,11625.5712890625,11629.9580078125,11621.7998046875,11629.9580078125,2174190,0.0,0.0,1
2022-11-22 12:32:00-05:00,11630.0068359375,11630.6171875,11627.4228515625,11627.744140625,1973942,0.0,0.0,0
2022-11-22 12:34:00-05:00,11627.7255859375,11628.6474609375,11627.041015625,11627.9990234375,1532418,0.0,0.0,1
2022-11-22 12:36:00-05:00,11628.2021484375,11631.908203125,11628.2021484375,11630.2099609375,1892870,0.0,0.0,1
2022-11-22 12:38:00-05:00,11630.22265625,11632.1806640625,11629.7373046875,11632.1767578125,2064180,0.0,0.0,1
2022-11-22 12:40:00-05:00,11631.87890625,11633.150390625,11623.609375,11623.609375,2291862,0.0,0.0,0
2022-11-22 12:42:00-05:00,11622.447265625,11625.2841796875,11620.900390625,11624.7783203125,2377226,0.0,0.0,1
2022-11-22 12:44:00-05:00,11624.8974609375,11634.2734375,11624.2412109375,11634.0400390625,2582475,0.0,0.0,1
2022-11-22 12:46:00-05:00,11634.06640625,11634.41015625,11630.4375,11630.72265625,1981034,0.0,0.0,0
2022-11-22 12:48:00-05:00,11630.759765625,11631.55078125,11629.9638671875,11629.9638671875,1997407,0.0,0.0,0
2022-11-22 12:50:00-05:00,11629.2392578125,11630.7216796875,11624.857421875,11624.857421875,2082995,0.0,0.0,0
2022-11-22 12:52:00-05:00,11624.65234375,11626.734375,11622.9052734375,11626.650390625,1533787,0.0,0.0,1
2022-11-22 12:54:00-05:00,11626.6806640625,11626.6806640625,11623.486328125,11623.623046875,1447316,0.0,0.0,0
2022-11-22 12:56:00-05:00,11623.5693359375,11628.337890625,11623.5693359375,11628.3330078125,1478027,0.0,0.0,1
2022-11-22 12:58:00-05:00,11628.30078125,11628.5673828125,11625.15234375,11626.83984375,1592896,0.0,0.0,0
2022-11-22 13:00:00-05:00,11626.8544921875,11629.9990234375,11626.1513671875,11629.9990234375,1703664,0.0,0.0,1
2022-11-22 13:02:00-05:00,11625.634765625,11627.0458984375,11620.1259765625,11627.0458984375,3238178,0.0,0.0,1
2022-11-22 13:04:00-05:00,11627.6826171875,11635.099609375,11626.6220703125,11628.05859375,2431973,0.0,0.0,1
2022-11-22 13:06:00-05:00,11628.3271484375,11645.69140625,11628.0419921875,11645.31640625,2981613,0.0,0.0,1
2022-11-22 13:08:00-05:00,11646.3388671875,11651.6171875,11646.3388671875,11651.3369140625,2437081,0.0,0.0,1
2022-11-22 13:10:00-05:00,11651.408203125,11656.3544921875,11650.0048828125,11656.3544921875,3074852,0.0,0.0,1
2022-11-22 13:12:00-05:00,11656.5888671875,11659.388671875,11656.5888671875,11656.9609375,2167601,0.0,0.0,1
2022-11-22 13:14:00-05:00,11657.5986328125,11660.1640625,11656.7568359375,11659.9990234375,2139709,0.0,0.0,1
2022-11-22 13:16:00-05:00,11660.697265625,11661.892578125,11657.24609375,11658.3134765625,2057490,0.0,0.0,0
2022-11-22 13:18:00-05:00,11658.3154296875,11662.6533203125,11657.59765625,11662.005859375,2014194,0.0,0.0,1
2022-11-22 13:20:00-05:00,11661.8369140625,11661.8369140625,11655.208984375,11655.208984375,1830736,0.0,0.0,0
2022-11-22 13:22:00-05:00,11655.099609375,11662.677734375,11655.099609375,11662.3271484375,2191867,0.0,0.0,1
2022-11-22 13:24:00-05:00,11662.0234375,11662.06640625,11659.6943359375,11659.6943359375,1625670,0.0,0.0,0
2022-11-22 13:26:00-05:00,11659.5693359375,11661.4375,11659.4423828125,11660.9580078125,1777990,0.0,0.0,1
2022-11-22 13:28:00-05:00,11661.009765625,11664.6279296875,11661.009765625,11662.646484375,1737210,0.0,0.0,1
2022-11-22 13:30:00-05:00,11663.619140625,11665.6552734375,11662.69921875,11664.9326171875,2063703,0.0,0.0,1
2022-11-22 13:32:00-05:00,11665.3134765625,11667.1513671875,11664.9697265625,11667.1513671875,1764053,0.0,0.0,1
2022-11-22 13:34:00-05:00,11667.3037109375,11670.5419921875,11662.9765625,11662.9765625,2777108,0.0,0.0,0
2022-11-22 13:36:00-05:00,11662.9091796875,11663.076171875,11659.5009765625,11662.0341796875,2251774,0.0,0.0,0
2022-11-22 13:38:00-05:00,11662.08203125,11663.560546875,11660.595703125,11662.5615234375,1492541,0.0,0.0,1
2022-11-22 13:40:00-05:00,11662.6962890625,11663.740234375,11660.1923828125,11662.2216796875,1568228,0.0,0.0,0
2022-11-22 13:42:00-05:00,11662.599609375,11665.076171875,11662.599609375,11664.783203125,1973182,0.0,0.0,1
2022-11-22 13:44:00-05:00,11665.1220703125,11666.1923828125,11663.5556640625,11665.1298828125,1578536,0.0,0.0,1
2022-11-22 13:46:00-05:00,11664.841796875,11668.4755859375,11664.2998046875,11668.4755859375,1839918,0.0,0.0,1
2022-11-22 13:48:00-05:00,11668.19921875,11668.888671875,11666.689453125,11668.189453125,1589250,0.0,0.0,0
2022-11-22 13:50:00-05:00,11668.7265625,11671.84765625,11668.0146484375,11671.84765625,1340609,0.0,0.0,1
2022-11-22 13:52:00-05:00,11671.4814453125,11673.5556640625,11670.9677734375,11672.287109375,2169713,0.0,0.0,1
